ExchangeInstrumentID,High,Low,Close,Open,Date Time,true_ranges,atr_values,adxvma
35236,67702.7,67679.9,67679.9,67702.7,2014-06-01T09:43:39,22.80000000000291,13749.909925930298,150.0
61367,25375.1,25375.1,25375.1,25375.1,2014-06-01T09:43:27,0.0,4320.986962962745,118.0
55865,366.85,366.15,366.7,366.6,2014-06-01T09:43:39,0.7000000000000455,144.51937500000182,150.0
35004,22758.0,22741.8,22755.0,22745.8,2014-06-01T09:43:39,16.200000000000728,42487.28928888261,13.14724236800819
52169,163.9,163.6,163.85,163.85,2014-06-01T09:43:37,0.30000000000001137,116.40811111111123,150.0
35020,49262.0,49212.0,49245.1,49228.9,2014-06-01T09:43:38,50.0,1312550.163086465,33.358602633070554
38605,3116.25,3115.0,3115.5,3116.25,2014-06-01T09:43:38,1.25,745.8713888888705,103.19148936171447
35152,21871.8,21857.9,21871.8,21865.7,2014-06-01T09:43:39,13.899999999997817,31978.56229999667,100.83056478404706
35025,11405.5,11400.0,11403.0,11400.0,2014-06-01T09:43:37,5.5,10704.74499999892,150.0
52177,1020.85,1018.55,1020.0,1018.9,2014-06-01T09:43:38,2.300000000000068,745.775251234576,114.94845360824664
40404,314.15,312.95,314.0,312.95,2014-06-01T09:43:38,1.1999999999999886,202.64533333333443,106.52173913043607
47840,1128.55,1126.9,1128.0,1127.45,2014-06-01T09:43:38,1.6499999999998636,406.6551405864174,68.1893687707645
52195,154.6,154.4,154.6,154.5,2014-06-01T09:43:27,0.19999999999998863,71.56729691358092,150.0
52213,3731.95,3723.55,3731.8,3725.7,2014-06-01T09:43:38,8.399999999999636,4457.543999999818,150.0
63863,7054.65,7049.45,7054.65,7052.6,2014-06-01T09:43:27,5.199999999999818,6846.398666666754,49.77694895421614
58877,499.75,498.1,499.3,498.45,2014-06-01T09:43:39,1.6499999999999773,598.1887666666642,33.66366366366183
42113,2196.9,2194.15,2194.15,2196.45,2014-06-01T09:44:39,2.75,1167.4124823688592,43.812636165582376
63875,1254.35,1250.4,1251.05,1254.35,2014-06-01T09:44:39,3.949999999999818,496.05045874999723,80.66666666665697
42117,821.4,819.05,819.95,820.0,2014-06-01T09:44:39,2.3500000000000227,519.4918866666877,118.18181818181677
63877,2666.0,2666.0,2666.0,2666.0,2014-06-01T09:44:39,0.0,650.4071438271258,112.62626262626308
41223,5244.0,5243.25,5243.25,5243.25,2014-06-01T09:44:25,0.75,202.1868749999878,132.42424242424462
58888,126.8,126.6,126.6,126.8,2014-06-01T09:44:36,0.20000000000000284,53.97743287037061,71.42857142857274
42122,508.7,507.5,508.1,507.85,2014-06-01T09:44:39,1.1999999999999886,211.63364444444719,122.97297297297288
52236,1185.45,1185.0,1185.0,1185.45,2014-06-01T09:44:39,0.4500000000000455,142.9106263580314,147.22222222222467
63884,1383.95,1383.3,1383.3,1383.5,2014-06-01T09:44:38,0.650000000000091,1499.3576609375293,94.94334427618467
35216,2110.25,2108.85,2109.8,2108.85,2014-06-01T09:44:39,1.400000000000091,797.5286562963255,150.0
58900,750.9,750.4,750.4,750.5,2014-06-01T09:44:39,0.5,121.55940740741305,150.0
51866,446.0,444.85,445.0,446.0,2014-06-01T09:44:39,1.1499999999999773,104.28238527777933,150.0
51869,207.3,206.75,206.75,207.3,2014-06-01T09:44:38,0.5500000000000114,81.8997100000009,68.3333333333299
35236,67679.9,67651.5,67651.5,67679.9,2014-06-01T09:44:39,28.39999999999418,139332.42058273367,150.0
61367,25381.8,25355.2,25355.2,25375.1,2014-06-01T09:44:39,26.599999999998545,41193.4090469094,118.0
55865,366.75,366.0,366.25,366.7,2014-06-01T09:44:39,0.75,132.47609375000167,150.0
35004,22755.0,22745.2,22745.8,22755.0,2014-06-01T09:44:39,9.799999999999272,167116.67120292797,13.147242368008172
52169,164.25,163.85,163.85,163.9,2014-06-01T09:44:38,0.4000000000000057,93.1264888888892,150.0
35020,49274.9,49225.1,49232.1,49247.9,2014-06-01T09:44:39,49.80000000000291,22663366.14929424,33.358602633070554
