timestamp,symbol,close,atm,ce_close_weekly,ce_symbol_weekly,pe_symbol_weekly,pe_close_weekly,implied_futures_weekly,implied_futures_monthly,ce_close_monthly,ce_symbol_monthly,pe_symbol_monthly,pe_close_monthly
2021-03-01 09:25:00,NIFTY-I.NFO,14718.0,14700,177.95,NIFTY04MAR2114700CE.NFO,NIFTY04MAR2114700PE.NFO,179.05,14698.9,14717.0,409.95,NIFTY25MAR2114700CE.NFO,NIFTY25MAR2114700PE.NFO,392.95
2021-03-01 09:26:00,NIFTY-I.NFO,14720.0,14700,178.9,NIFTY04MAR2114700CE.NFO,NIFTY04MAR2114700PE.NFO,176.45,14702.45,14718.35,410.7,NIFTY25MAR2114700CE.NFO,NIFTY25MAR2114700PE.NFO,392.35
2021-03-01 09:27:00,NIFTY-I.NFO,14710.0,14700,175.85,NIFTY04MAR2114700CE.NFO,NIFTY04MAR2114700PE.NFO,184.25,14691.6,14707.3,406.1,NIFTY25MAR2114700CE.NFO,NIFTY25MAR2114700PE.NFO,398.8
2021-03-01 09:28:00,NIFTY-I.NFO,14687.0,14700,165.55,NIFTY04MAR2114700CE.NFO,NIFTY04MAR2114700PE.NFO,197.25,14668.3,14685.75,394.95,NIFTY25MAR2114700CE.NFO,NIFTY25MAR2114700PE.NFO,409.2
2021-03-01 09:29:00,NIFTY-I.NFO,14695.5,14700,169.7,NIFTY04MAR2114700CE.NFO,NIFTY04MAR2114700PE.NFO,191.35,14678.35,14693.75,400.05,NIFTY25MAR2114700CE.NFO,NIFTY25MAR2114700PE.NFO,406.3
2021-03-01 09:30:00,NIFTY-I.NFO,14682.1,14700,165.0,NIFTY04MAR2114700CE.NFO,NIFTY04MAR2114700PE.NFO,197.6,14667.4,14681.2,394.3,NIFTY25MAR2114700CE.NFO,NIFTY25MAR2114700PE.NFO,413.1
2021-03-01 09:31:00,NIFTY-I.NFO,14698.3,14700,170.5,NIFTY04MAR2114700CE.NFO,NIFTY04MAR2114700PE.NFO,190.7,14679.8,14694.95,401.3,NIFTY25MAR2114700CE.NFO,NIFTY25MAR2114700PE.NFO,406.35
2021-03-01 09:32:00,NIFTY-I.NFO,14672.5,14650,187.65,NIFTY04MAR2114650CE.NFO,NIFTY04MAR2114650PE.NFO,182.95,14654.7,14669.45,416.95,NIFTY25MAR2114650CE.NFO,NIFTY25MAR2114650PE.NFO,397.5
2021-03-01 09:33:00,NIFTY-I.NFO,14694.0,14700,170.95,NIFTY04MAR2114700CE.NFO,NIFTY04MAR2114700PE.NFO,196.0,14674.95,14689.75,399.0,NIFTY25MAR2114700CE.NFO,NIFTY25MAR2114700PE.NFO,409.25
2021-03-01 09:34:00,NIFTY-I.NFO,14700.3,14700,176.2,NIFTY04MAR2114700CE.NFO,NIFTY04MAR2114700PE.NFO,194.5,14681.7,14699.75,406.3,NIFTY25MAR2114700CE.NFO,NIFTY25MAR2114700PE.NFO,406.55
2021-03-01 09:35:00,NIFTY-I.NFO,14724.5,14700,182.1,NIFTY04MAR2114700CE.NFO,NIFTY04MAR2114700PE.NFO,177.95,14704.15,14724.25,415.85,NIFTY25MAR2114700CE.NFO,NIFTY25MAR2114700PE.NFO,391.6
2021-03-01 09:36:00,NIFTY-I.NFO,14732.3,14750,160.4,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,197.4,14713.0,14731.05,391.0,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,409.95
2021-03-01 09:37:00,NIFTY-I.NFO,14738.0,14750,162.0,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,193.2,14718.8,14738.05,392.0,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,403.95
2021-03-01 09:38:00,NIFTY-I.NFO,14745.5,14750,164.2,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,187.3,14726.9,14743.7,396.0,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,402.3
2021-03-01 09:39:00,NIFTY-I.NFO,14755.5,14750,166.5,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,182.15,14734.35,14753.35,401.8,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,398.45
2021-03-01 09:40:00,NIFTY-I.NFO,14761.0,14750,167.7,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,179.8,14737.9,14759.9,403.3,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,393.4
2021-03-01 09:41:00,NIFTY-I.NFO,14752.0,14750,164.85,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,182.95,14731.9,14754.7,398.0,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,393.3
2021-03-01 09:42:00,NIFTY-I.NFO,14757.5,14750,167.8,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,178.75,14739.05,14752.85,397.55,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,394.7
2021-03-01 09:43:00,NIFTY-I.NFO,14761.8,14750,168.75,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,176.8,14741.95,14759.25,401.2,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,391.95
2021-03-01 09:44:00,NIFTY-I.NFO,14758.5,14750,168.3,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,178.45,14739.85,14756.3,399.2,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,392.9
2021-03-01 09:45:00,NIFTY-I.NFO,14779.0,14800,150.4,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,193.35,14757.05,14776.3,380.85,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,404.55
2021-03-01 09:46:00,NIFTY-I.NFO,14771.8,14750,172.75,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,171.5,14751.25,14768.35,404.0,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,385.65
2021-03-01 09:47:00,NIFTY-I.NFO,14781.1,14800,150.05,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,192.8,14757.25,14778.25,380.95,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,402.7
2021-03-01 09:48:00,NIFTY-I.NFO,14767.8,14750,169.15,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,175.35,14743.8,14767.8,403.8,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,386.0
2021-03-01 09:49:00,NIFTY-I.NFO,14773.2,14750,173.45,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,170.0,14753.45,14773.0,405.7,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,382.7
2021-03-01 09:50:00,NIFTY-I.NFO,14769.2,14750,170.0,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,175.2,14744.8,14770.2,404.3,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,384.1
2021-03-01 09:51:00,NIFTY-I.NFO,14763.3,14750,169.1,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,175.3,14743.8,14762.85,399.2,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,386.35
2021-03-01 09:52:00,NIFTY-I.NFO,14775.0,14800,148.2,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,195.5,14752.7,14772.35,376.35,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,404.0
2021-03-01 09:53:00,NIFTY-I.NFO,14763.1,14750,168.3,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,175.8,14742.5,14760.0,398.0,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,388.0
2021-03-01 09:54:00,NIFTY-I.NFO,14779.9,14800,149.95,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,191.9,14758.05,14780.7,378.0,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,397.3
2021-03-01 09:55:00,NIFTY-I.NFO,14769.6,14750,170.65,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,172.85,14747.8,14771.7,402.05,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,380.35
2021-03-01 09:56:00,NIFTY-I.NFO,14768.0,14750,168.85,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,172.55,14746.3,14773.1,401.0,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,377.9
2021-03-01 09:57:00,NIFTY-I.NFO,14777.0,14800,148.65,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,194.45,14754.2,14776.2,376.55,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,400.35
2021-03-01 09:58:00,NIFTY-I.NFO,14763.6,14750,167.75,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,175.85,14741.9,14762.45,397.45,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,385.0
2021-03-01 09:59:00,NIFTY-I.NFO,14767.6,14750,167.95,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,173.35,14744.6,14764.55,398.5,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,383.95
2021-03-01 10:00:00,NIFTY-I.NFO,14777.5,14800,147.1,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,193.65,14753.45,14776.6,375.6,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,399.0
2021-03-01 10:01:00,NIFTY-I.NFO,14777.5,14800,147.0,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,193.5,14753.5,14779.3,375.6,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,396.3
2021-03-01 10:02:00,NIFTY-I.NFO,14771.0,14750,169.3,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,170.6,14748.7,,,nan,nan,
2021-03-01 10:03:00,NIFTY-I.NFO,14770.2,14750,169.45,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,172.1,14747.35,14773.5,401.4,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,377.9
2021-03-01 10:04:00,NIFTY-I.NFO,14773.7,14750,169.75,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,169.35,14750.4,14772.3,399.0,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,376.7
2021-03-01 10:05:00,NIFTY-I.NFO,14770.0,14750,169.2,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,170.3,14748.9,14773.25,400.8,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,377.55
2021-03-01 10:06:00,NIFTY-I.NFO,14768.0,14750,168.8,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,171.35,14747.45,14770.2,399.05,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,378.85
2021-03-01 10:07:00,NIFTY-I.NFO,14765.8,14750,167.6,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,173.5,14744.1,14762.0,397.0,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,385.0
2021-03-01 10:08:00,NIFTY-I.NFO,14765.3,14750,166.25,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,174.4,14741.85,14767.45,400.0,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,382.55
2021-03-01 10:09:00,NIFTY-I.NFO,14763.3,14750,165.85,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,174.95,14740.9,14761.05,396.05,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,385.0
2021-03-01 10:10:00,NIFTY-I.NFO,14765.0,14750,166.05,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,174.2,14741.85,14767.1,402.1,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,385.0
2021-03-01 10:11:00,NIFTY-I.NFO,14760.2,14750,164.85,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,176.9,14737.95,14761.1,397.2,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,386.1
2021-03-01 10:12:00,NIFTY-I.NFO,14763.2,14750,166.25,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,175.0,14741.25,14762.45,399.15,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,386.7
2021-03-01 10:13:00,NIFTY-I.NFO,14762.0,14750,165.4,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,174.35,14741.05,14762.85,396.55,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,383.7
2021-03-01 10:14:00,NIFTY-I.NFO,14753.7,14750,161.4,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,178.0,14733.4,14752.95,392.1,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,389.15
2021-03-01 10:15:00,NIFTY-I.NFO,14763.8,14750,165.9,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,173.45,14742.45,,,nan,nan,
2021-03-01 10:16:00,NIFTY-I.NFO,14768.2,14750,167.6,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,171.8,14745.8,14763.2,396.2,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,383.0
2021-03-01 10:17:00,NIFTY-I.NFO,14772.8,14750,168.35,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,169.45,14748.9,14771.7,399.8,NIFTY25MAR2114750CE.NFO,NIFTY25MAR2114750PE.NFO,378.1
2021-03-01 10:18:00,NIFTY-I.NFO,14774.1,14750,168.0,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,168.85,14749.15,,,nan,nan,
2021-03-01 10:19:00,NIFTY-I.NFO,14774.5,14750,169.6,NIFTY04MAR2114750CE.NFO,NIFTY04MAR2114750PE.NFO,168.9,14750.7,,,nan,nan,
2021-03-01 10:20:00,NIFTY-I.NFO,14794.5,14800,151.45,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,180.25,14771.2,14793.9,382.0,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,388.1
2021-03-01 10:21:00,NIFTY-I.NFO,14794.0,14800,153.0,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,181.3,14771.7,14794.0,381.0,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,387.0
2021-03-01 10:22:00,NIFTY-I.NFO,14794.5,14800,152.95,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,183.0,14769.95,14796.15,382.0,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,385.85
2021-03-01 10:23:00,NIFTY-I.NFO,14790.0,14800,151.25,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,184.7,14766.55,14791.0,380.1,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,389.1
2021-03-01 10:24:00,NIFTY-I.NFO,14800.0,14800,156.05,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,180.0,14776.05,14800.95,385.25,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,384.3
2021-03-01 10:25:00,NIFTY-I.NFO,14812.3,14800,161.0,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,171.05,14789.95,14814.4,390.45,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,376.05
2021-03-01 10:26:00,NIFTY-I.NFO,14808.0,14800,158.4,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,174.4,14784.0,14807.2,386.9,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,379.7
2021-03-01 10:27:00,NIFTY-I.NFO,14810.5,14800,159.5,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,172.85,14786.65,14811.85,389.5,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,377.65
2021-03-01 10:28:00,NIFTY-I.NFO,14817.8,14800,162.45,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,168.65,14793.8,14817.2,392.2,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,375.0
2021-03-01 10:29:00,NIFTY-I.NFO,14816.0,14800,161.8,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,169.15,14792.65,14816.35,391.8,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,375.45
2021-03-01 10:30:00,NIFTY-I.NFO,14818.0,14800,162.35,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,168.65,14793.7,14819.45,393.65,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,374.2
2021-03-01 10:31:00,NIFTY-I.NFO,14809.3,14800,157.2,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,172.75,14784.45,14808.7,386.9,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,378.2
2021-03-01 10:32:00,NIFTY-I.NFO,14816.7,14800,163.15,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,169.6,14793.55,14816.35,392.15,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,375.8
2021-03-01 10:33:00,NIFTY-I.NFO,14811.7,14800,160.25,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,171.55,14788.7,14810.6,389.8,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,379.2
2021-03-01 10:34:00,NIFTY-I.NFO,14813.0,14800,161.0,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,171.05,14789.95,14814.0,390.05,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,376.05
2021-03-01 10:35:00,NIFTY-I.NFO,14807.5,14800,158.8,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,173.85,14784.95,14807.9,387.75,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,379.85
2021-03-01 10:36:00,NIFTY-I.NFO,14809.0,14800,158.7,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,172.3,14786.4,14810.2,389.55,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,379.35
2021-03-01 10:37:00,NIFTY-I.NFO,14817.7,14800,163.0,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,167.75,14795.25,14819.45,393.65,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,374.2
2021-03-01 10:38:00,NIFTY-I.NFO,14816.0,14800,162.65,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,169.7,14792.95,14817.95,392.95,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,375.0
2021-03-01 10:39:00,NIFTY-I.NFO,14825.1,14850,140.25,NIFTY04MAR2114850CE.NFO,NIFTY04MAR2114850PE.NFO,191.0,14799.25,,,nan,nan,
2021-03-01 10:40:00,NIFTY-I.NFO,14834.9,14850,143.0,NIFTY04MAR2114850CE.NFO,NIFTY04MAR2114850PE.NFO,182.05,14810.95,14836.4,374.0,NIFTY25MAR2114850CE.NFO,NIFTY25MAR2114850PE.NFO,387.6
2021-03-01 10:41:00,NIFTY-I.NFO,14831.6,14850,142.5,NIFTY04MAR2114850CE.NFO,NIFTY04MAR2114850PE.NFO,183.35,14809.15,,,nan,nan,
2021-03-01 10:42:00,NIFTY-I.NFO,14830.7,14850,143.3,NIFTY04MAR2114850CE.NFO,NIFTY04MAR2114850PE.NFO,184.65,14808.65,,,nan,nan,
2021-03-01 10:43:00,NIFTY-I.NFO,14827.2,14850,141.85,NIFTY04MAR2114850CE.NFO,NIFTY04MAR2114850PE.NFO,188.1,14803.75,14811.4,235.7,NIFTY10MAR2114850CE.NFO,NIFTY10MAR2114850PE.NFO,274.3
2021-03-01 10:44:00,NIFTY-I.NFO,14825.1,14850,141.2,NIFTY04MAR2114850CE.NFO,NIFTY04MAR2114850PE.NFO,188.55,14802.65,,,nan,nan,
2021-03-01 10:45:00,NIFTY-I.NFO,14826.0,14850,141.4,NIFTY04MAR2114850CE.NFO,NIFTY04MAR2114850PE.NFO,188.1,14803.3,,,nan,nan,
2021-03-01 10:46:00,NIFTY-I.NFO,14820.0,14800,162.5,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,166.45,14796.05,14820.2,395.3,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,375.1
2021-03-01 10:47:00,NIFTY-I.NFO,14821.7,14800,163.75,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,165.0,14798.75,14820.45,393.95,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,373.5
2021-03-01 10:48:00,NIFTY-I.NFO,14818.0,14800,161.0,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,166.95,14794.05,14816.05,391.55,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,375.5
2021-03-01 10:49:00,NIFTY-I.NFO,14815.7,14800,159.8,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,167.95,14791.85,14815.15,392.0,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,376.85
2021-03-01 10:50:00,NIFTY-I.NFO,14820.5,14800,163.65,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,166.0,14797.65,14821.9,394.55,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,372.65
2021-03-01 10:51:00,NIFTY-I.NFO,14820.7,14800,163.1,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,165.9,14797.2,14823.35,395.9,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,372.55
2021-03-01 10:52:00,NIFTY-I.NFO,14819.5,14800,163.2,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,165.7,14797.5,14819.75,394.15,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,374.4
2021-03-01 10:53:00,NIFTY-I.NFO,14815.0,14800,159.9,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,169.0,14790.9,14815.5,392.1,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,376.6
2021-03-01 10:54:00,NIFTY-I.NFO,14814.6,14800,159.15,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,169.05,14790.1,14812.05,390.55,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,378.5
2021-03-01 10:55:00,NIFTY-I.NFO,14818.5,14800,160.3,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,166.6,14793.7,14817.6,393.4,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,375.8
2021-03-01 10:56:00,NIFTY-I.NFO,14818.7,14800,161.05,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,166.8,14794.25,14817.65,393.35,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,375.7
2021-03-01 10:57:00,NIFTY-I.NFO,14826.0,14850,138.55,NIFTY04MAR2114850CE.NFO,NIFTY04MAR2114850PE.NFO,188.0,14800.55,,,nan,nan,
2021-03-01 10:58:00,NIFTY-I.NFO,14829.0,14850,140.65,NIFTY04MAR2114850CE.NFO,NIFTY04MAR2114850PE.NFO,186.7,14803.95,,,nan,nan,
2021-03-01 10:59:00,NIFTY-I.NFO,14824.5,14800,163.7,NIFTY04MAR2114800CE.NFO,NIFTY04MAR2114800PE.NFO,163.25,14800.45,14825.4,398.3,NIFTY25MAR2114800CE.NFO,NIFTY25MAR2114800PE.NFO,372.9
