entry_time,exit_time,entry_price,exit_price,pnl,trades_per_day
2021-04-01 09:20:00,2021-04-01 09:27:00,14860.0,14850.85,-9.149999999999636,1
2021-04-01 09:47:00,2021-04-01 09:48:00,14830.25,14831.95,1.7000000000007276,2
2021-04-01 09:50:00,2021-04-01 09:57:00,14848.25,14845.2,-3.0499999999992724,3
2021-04-01 09:59:00,2021-04-01 10:06:00,14847.75,14848.75,1.0,4
2021-04-01 11:06:00,2021-04-01 11:19:00,14789.5,14794.0,4.5,5
2021-04-01 11:31:00,2021-04-01 11:50:00,14799.7,14795.45,-4.25,6
2021-04-01 11:52:00,2021-04-01 12:01:00,14820.8,14807.0,-13.799999999999272,7
2021-04-01 12:06:00,2021-04-01 12:18:00,14824.0,14833.45,9.450000000000728,8
2021-04-01 12:30:00,2021-04-01 12:37:00,14822.9,14823.35,0.4500000000007276,9
2021-04-01 12:45:00,2021-04-01 12:48:00,14823.35,14819.95,-3.399999999999636,10
2021-04-01 12:52:00,2021-04-01 13:06:00,14830.0,14852.0,22.0,11
2021-04-01 13:07:00,2021-04-01 13:31:00,14865.25,14910.2,44.95000000000073,12
2021-04-01 13:39:00,2021-04-01 13:46:00,14918.65,14916.85,-1.7999999999992724,13
2021-04-01 14:01:00,2021-04-01 14:29:00,14921.55,14956.0,34.45000000000073,14
2021-04-01 14:31:00,2021-04-01 14:43:00,14958.05,14961.45,3.400000000001455,15
2021-04-01 14:50:00,2021-04-01 14:56:00,14973.0,14964.6,-8.399999999999636,16
2021-04-01 15:04:00,2021-04-01 15:08:00,14961.8,14954.25,-7.549999999999272,17
2021-04-01 15:11:00,2021-04-01 15:19:00,14971.0,14951.7,-19.299999999999272,18
2021-04-05 09:26:00,2021-04-05 09:33:00,14836.0,14842.5,6.5,1
2021-04-05 09:43:00,2021-04-05 09:49:00,14837.9,14820.25,-17.649999999999636,2
2021-04-05 10:24:00,2021-04-05 10:32:00,14588.0,14565.0,-23.0,3
2021-04-05 10:39:00,2021-04-05 10:43:00,14572.55,14570.05,-2.5,4
2021-04-05 10:51:00,2021-04-05 10:59:00,14578.0,14579.0,1.0,5
2021-04-05 11:19:00,2021-04-05 11:27:00,14534.0,14520.9,-13.100000000000364,6
2021-04-05 11:36:00,2021-04-05 11:48:00,14549.7,14552.8,3.099999999998545,7
2021-04-05 11:55:00,2021-04-05 11:58:00,14557.4,14546.85,-10.549999999999272,8
2021-04-05 12:05:00,2021-04-05 12:24:00,14562.5,14584.0,21.5,9
2021-04-05 12:25:00,2021-04-05 12:46:00,14589.05,14600.1,11.050000000001091,10
2021-04-05 12:56:00,2021-04-05 13:01:00,14610.6,14588.0,-22.600000000000364,11
2021-04-05 13:09:00,2021-04-05 13:33:00,14591.55,14638.75,47.20000000000073,12
2021-04-05 13:38:00,2021-04-05 13:51:00,14655.2,14671.05,15.849999999998545,13
2021-04-05 13:56:00,2021-04-05 14:00:00,14686.0,14652.3,-33.70000000000073,14
2021-04-05 14:06:00,2021-04-05 14:11:00,14681.7,14662.8,-18.900000000001455,15
2021-04-05 14:15:00,2021-04-05 14:22:00,14700.0,14689.2,-10.799999999999272,16
2021-04-05 14:26:00,2021-04-05 14:39:00,14694.95,14722.2,27.25,17
2021-04-05 14:52:00,2021-04-05 15:00:00,14713.15,14703.15,-10.0,18
2021-04-05 15:01:00,2021-04-05 15:02:00,14700.9,14709.45,8.550000000001091,19
2021-04-06 09:26:00,2021-04-06 09:46:00,14724.4,14775.9,51.5,1
2021-04-06 09:51:00,2021-04-06 09:55:00,14786.1,14776.6,-9.5,2
2021-04-06 10:10:00,2021-04-06 10:15:00,14790.0,14762.7,-27.299999999999272,3
2021-04-06 10:25:00,2021-04-06 10:50:00,14735.25,14780.55,45.29999999999927,4
2021-04-06 10:52:00,2021-04-06 11:07:00,14780.6,14787.5,6.899999999999636,5
2021-04-06 11:10:00,2021-04-06 11:27:00,14820.0,14824.2,4.200000000000728,6
2021-04-06 11:57:00,2021-04-06 12:02:00,14799.0,14783.75,-15.25,7
2021-04-06 12:10:00,2021-04-06 12:21:00,14780.15,14788.0,7.850000000000364,8
2021-04-06 12:32:00,2021-04-06 12:33:00,14780.5,14760.0,-20.5,9
2021-04-06 12:50:00,2021-04-06 13:01:00,14705.0,14708.0,3.0,10
2021-04-06 13:06:00,2021-04-06 13:17:00,14747.25,14755.25,8.0,11
2021-04-06 13:32:00,2021-04-06 13:40:00,14738.2,14715.1,-23.100000000000364,12
2021-04-06 13:50:00,2021-04-06 13:55:00,14723.05,14701.0,-22.049999999999272,13
2021-04-06 14:02:00,2021-04-06 14:15:00,14720.6,14710.0,-10.600000000000364,14
2021-04-06 14:18:00,2021-04-06 14:26:00,14731.5,14732.4,0.8999999999996362,15
2021-04-06 14:42:00,2021-04-06 14:51:00,14715.0,14720.8,5.799999999999272,16
2021-04-06 14:53:00,2021-04-06 15:00:00,14737.0,14730.1,-6.899999999999636,17
2021-04-06 15:04:00,2021-04-06 15:13:00,14734.95,14739.9,4.949999999998909,18
2021-05-04 09:20:00,2021-05-04 09:24:00,14749.65,14727.9,-21.75,1
2021-05-04 09:33:00,2021-05-04 09:39:00,14728.5,14711.1,-17.399999999999636,2
2021-05-04 09:52:00,2021-05-04 10:09:00,14665.75,14707.2,41.45000000000073,3
2021-05-04 10:20:00,2021-05-04 10:25:00,14698.3,14686.0,-12.299999999999272,4
2021-05-04 10:30:00,2021-05-04 10:41:00,14697.95,14697.0,-0.9500000000007276,5
2021-05-04 10:49:00,2021-05-04 10:57:00,14705.5,14704.15,-1.3500000000003638,6
2021-05-04 11:02:00,2021-05-04 11:20:00,14720.05,14727.2,7.150000000001455,7
2021-05-04 11:30:00,2021-05-04 11:45:00,14734.7,14742.0,7.299999999999272,8
2021-05-04 11:53:00,2021-05-04 11:59:00,14744.25,14742.5,-1.75,9
2021-05-04 12:22:00,2021-05-04 12:35:00,14727.95,14710.5,-17.450000000000728,10
2021-05-04 12:43:00,2021-05-04 12:52:00,14726.6,14721.45,-5.149999999999636,11
2021-05-04 13:28:00,2021-05-04 13:40:00,14636.0,14638.55,2.5499999999992724,12
2021-05-04 13:43:00,2021-05-04 13:58:00,14647.5,14663.0,15.5,13
2021-05-04 14:01:00,2021-05-04 14:05:00,14674.2,14637.05,-37.150000000001455,14
2021-05-04 14:14:00,2021-05-04 14:21:00,14645.9,14649.0,3.100000000000364,15
2021-05-04 14:24:00,2021-05-04 14:25:00,14650.45,14650.0,-0.4500000000007276,16
2021-05-04 14:50:00,2021-05-04 14:53:00,14566.0,14541.05,-24.950000000000728,17
2021-05-04 15:03:00,2021-05-04 15:18:00,14545.0,14545.5,0.5,18
2021-05-03 09:22:00,2021-05-03 09:35:00,14519.95,14536.5,16.549999999999272,1
2021-05-03 09:40:00,2021-05-03 09:56:00,14573.7,14588.85,15.149999999999636,2
2021-05-03 10:00:00,2021-05-03 10:05:00,14594.8,14588.0,-6.799999999999272,3
2021-05-03 10:15:00,2021-05-03 10:20:00,14585.1,14560.2,-24.899999999999636,4
2021-05-03 10:30:00,2021-05-03 10:52:00,14565.75,14608.4,42.649999999999636,5
2021-05-03 11:09:00,2021-05-03 11:15:00,14590.75,14587.45,-3.2999999999992724,6
2021-05-03 11:16:00,2021-05-03 11:23:00,14599.8,14591.95,-7.849999999998545,7
2021-05-03 11:27:00,2021-05-03 11:32:00,14603.7,14588.5,-15.200000000000728,8
2021-05-03 11:40:00,2021-05-03 11:42:00,14583.3,14581.85,-1.4499999999989086,9
2021-05-03 11:52:00,2021-05-03 12:08:00,14589.6,14601.2,11.600000000000364,10
2021-05-03 12:10:00,2021-05-03 12:19:00,14610.0,14606.55,-3.4500000000007276,11
2021-05-03 12:33:00,2021-05-03 12:37:00,14596.5,14590.0,-6.5,12
2021-05-03 12:46:00,2021-05-03 13:05:00,14596.4,14611.2,14.800000000001091,13
2021-05-03 13:11:00,2021-05-03 13:20:00,14621.0,14598.5,-22.5,14
2021-05-03 13:28:00,2021-05-03 13:31:00,14609.95,14587.5,-22.450000000000728,15
2021-05-03 13:38:00,2021-05-03 13:46:00,14599.5,14591.5,-8.0,16
2021-05-03 13:52:00,2021-05-03 14:10:00,14612.9,14598.0,-14.899999999999636,17
2021-05-03 14:15:00,2021-05-03 14:43:00,14638.0,14726.85,88.85000000000036,18
2021-05-03 14:44:00,2021-05-03 14:55:00,14730.0,14730.8,0.7999999999992724,19
2021-05-03 15:08:00,2021-05-03 15:11:00,14705.0,14681.1,-23.899999999999636,20
2021-07-01 09:27:00,2021-07-01 09:28:00,15733.4,15738.0,4.600000000000364,1
2021-07-01 09:36:00,2021-07-01 09:55:00,15741.3,15748.15,6.850000000000364,2
2021-07-01 10:23:00,2021-07-01 10:30:00,15727.5,15716.9,-10.600000000000364,3
2021-07-01 10:48:00,2021-07-01 10:52:00,15710.95,15699.85,-11.100000000000364,4
2021-07-01 10:58:00,2021-07-01 11:13:00,15711.0,15722.45,11.450000000000728,5
2021-07-01 11:14:00,2021-07-01 11:23:00,15723.3,15717.5,-5.799999999999272,6
2021-07-01 11:39:00,2021-07-01 12:00:00,15708.0,15717.6,9.600000000000364,7
2021-07-01 12:03:00,2021-07-01 12:08:00,15725.55,15721.0,-4.549999999999272,8
2021-07-01 12:17:00,2021-07-01 12:24:00,15722.85,15717.75,-5.100000000000364,9
2021-07-01 12:38:00,2021-07-01 12:47:00,15728.95,15727.9,-1.0500000000010914,10
2021-07-01 12:49:00,2021-07-01 13:00:00,15736.0,15738.0,2.0,11
2021-07-01 13:09:00,2021-07-01 13:32:00,15743.25,15758.6,15.350000000000364,12
