,ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand.High,PriceBand.Low,FreezeQty,TickSize,LotSize,Multiplier,UnderlyingInstrumentId,UnderlyingIndexName,ContractExpiration,StrikePrice,OptionType,DisplayName,PriceNumerator
0,BSEFO,839995,4,SENSEX,SENSEX25JAN25FEBFUT,IF,SENSEX-IF,12100100839995,3923.6,-2354.15,500,0.05,20,1,-1,,2025-01-10T00:00:00,SENSEX 10JAN07FEB SPD,1,1,SENSEX25JAN25FEBFUT
1,BSEFO,824340,4,SENSEX,SENSEX25JAN25JANFUT,IF,SENSEX-IF,12100100824340,3923.6,-2354.15,500,0.05,10,1,-1,,2025-01-03T00:00:00,SENSEX 03JAN17JAN SPD,1,1,SENSEX25JAN25JANFUT
2,BSEFO,823344,4,BANKEX,BANKEX25JAN25FEBFUT,IF,BANKEX-IF,12100100823344,2909.9,-1745.95,600,0.05,15,1,-1,,2025-01-27T00:00:00,BANKEX 27JAN24FEB SPD,1,1,BANKEX25JAN25FEBFUT
3,BSEFO,825741,4,SENSEX,SENSEX25JAN25JANFUT,IF,SENSEX-IF,12100100825741,3923.6,-2354.15,500,0.05,10,1,-1,,2025-01-03T00:00:00,SENSEX 03JAN24JAN SPD,1,1,SENSEX25JAN25JANFUT
4,BSEFO,822614,4,SENSEX,SENSEX25JAN25JANFUT,IF,SENSEX-IF,12100100822614,3923.6,-2354.15,500,0.05,10,1,-1,,2025-01-03T00:00:00,SENSEX 03JAN10JAN SPD,1,1,SENSEX25JAN25JANFUT
5,BSEFO,839991,4,SENSEX,SENSEX25JAN25FEBFUT,IF,SENSEX-IF,12100100839991,3923.6,-2354.15,500,0.05,20,1,-1,,2025-01-17T00:00:00,SENSEX 17JAN07FEB SPD,1,1,SENSEX25JAN25FEBFUT
6,BSEFO,1166175,4,SENSEX50,SENSEX5024DEC25JANFUT,IF,SENSEX50-IF,12100101166175,1247.55,-748.5,1800,0.05,25,1,-1,,2024-12-26T00:00:00,SENSEX50 26DEC30JAN SPD,1,1,SENSEX5024DEC25JANFUT
7,BSEFO,823939,4,SENSEX50,SENSEX5025JAN25FEBFUT,IF,SENSEX50-IF,12100100823939,1247.55,-748.5,1800,0.05,25,1,-1,,2025-01-30T00:00:00,SENSEX50 30JAN27FEB SPD,1,1,SENSEX5025JAN25FEBFUT
8,BSEFO,824337,4,SENSEX,SENSEX25JAN25FEBFUT,IF,SENSEX-IF,12100100824337,3923.6,-2354.15,500,0.05,10,1,-1,,2025-01-31T00:00:00,SENSEX 31JAN28FEB SPD,1,1,SENSEX25JAN25FEBFUT
9,BSEFO,824329,4,SENSEX,SENSEX24DEC25JANFUT,IF,SENSEX-IF,12100100824329,3923.6,-2354.15,500,0.05,10,1,-1,,2024-12-27T00:00:00,SENSEX 27DEC17JAN SPD,1,1,SENSEX24DEC25JANFUT
10,BSEFO,825740,4,SENSEX,SENSEX25JAN25JANFUT,IF,SENSEX-IF,12100100825740,3923.6,-2354.15,500,0.05,20,1,-1,,2025-01-10T00:00:00,SENSEX 10JAN24JAN SPD,1,1,SENSEX25JAN25JANFUT
11,BSEFO,825742,4,SENSEX,SENSEX25JAN25JANFUT,IF,SENSEX-IF,12100100825742,3923.6,-2354.15,500,0.05,20,1,-1,,2025-01-17T00:00:00,SENSEX 17JAN24JAN SPD,1,1,SENSEX25JAN25JANFUT
12,BSEFO,824334,4,SENSEX,SENSEX25JAN25JANFUT,IF,SENSEX-IF,12100100824334,3923.6,-2354.15,500,0.05,20,1,-1,,2025-01-10T00:00:00,SENSEX 10JAN17JAN SPD,1,1,SENSEX25JAN25JANFUT
13,BSEFO,825745,4,SENSEX,SENSEX24DEC25JANFUT,IF,SENSEX-IF,12100100825745,3923.6,-2354.15,500,0.05,10,1,-1,,2024-12-27T00:00:00,SENSEX 27DEC24JAN SPD,1,1,SENSEX24DEC25JANFUT
14,BSEFO,839990,4,SENSEX,SENSEX25JAN25FEBFUT,IF,SENSEX-IF,12100100839990,3923.6,-2354.15,500,0.05,10,1,-1,,2025-01-03T00:00:00,SENSEX 03JAN07FEB SPD,1,1,SENSEX25JAN25FEBFUT
15,BSEFO,822608,4,SENSEX,SENSEX25JAN25JANFUT,IF,SENSEX-IF,12100100822608,3923.6,-2354.15,500,0.05,20,1,-1,,2025-01-10T00:00:00,SENSEX 10JAN31JAN SPD,1,1,SENSEX25JAN25JANFUT
16,BSEFO,824339,4,SENSEX,SENSEX24DEC25FEBFUT,IF,SENSEX-IF,12100100824339,3923.6,-2354.15,500,0.05,10,1,-1,,2024-12-27T00:00:00,SENSEX 27DEC28FEB SPD,1,1,SENSEX24DEC25FEBFUT
17,BSEFO,820152,4,SENSEX,SENSEX25JAN25JANFUT,IF,SENSEX-IF,12100100820152,3923.6,-2354.15,500,0.05,10,1,-1,,2025-01-03T00:00:00,SENSEX 03JAN31JAN SPD,1,1,SENSEX25JAN25JANFUT
18,BSEFO,839989,4,SENSEX,SENSEX25FEB25FEBFUT,IF,SENSEX-IF,12100100839989,3923.6,-2354.15,500,0.05,20,1,-1,,2025-02-07T00:00:00,SENSEX 07FEB28FEB SPD,1,1,SENSEX25FEB25FEBFUT
19,BSEFO,824331,4,SENSEX,SENSEX25JAN25FEBFUT,IF,SENSEX-IF,12100100824331,3923.6,-2354.15,500,0.05,20,1,-1,,2025-01-10T00:00:00,SENSEX 10JAN28FEB SPD,1,1,SENSEX25JAN25FEBFUT
20,BSEFO,839993,4,SENSEX,SENSEX24DEC25FEBFUT,IF,SENSEX-IF,12100100839993,3923.6,-2354.15,500,0.05,10,1,-1,,2024-12-27T00:00:00,SENSEX 27DEC07FEB SPD,1,1,SENSEX24DEC25FEBFUT
21,BSEFO,820213,4,SENSEX,SENSEX24DEC25JANFUT,IF,SENSEX-IF,12100100820213,3923.6,-2354.15,500,0.05,10,1,-1,,2024-12-27T00:00:00,SENSEX 27DEC03JAN SPD,1,1,SENSEX24DEC25JANFUT
22,BSEFO,825746,4,SENSEX,SENSEX25JAN25FEBFUT,IF,SENSEX-IF,12100100825746,3923.6,-2354.15,500,0.05,20,1,-1,,2025-01-24T00:00:00,SENSEX 24JAN28FEB SPD,1,1,SENSEX25JAN25FEBFUT
23,BSEFO,825744,4,SENSEX,SENSEX25JAN25JANFUT,IF,SENSEX-IF,12100100825744,3923.6,-2354.15,500,0.05,20,1,-1,,2025-01-24T00:00:00,SENSEX 24JAN31JAN SPD,1,1,SENSEX25JAN25JANFUT
24,BSEFO,839992,4,SENSEX,SENSEX25JAN25FEBFUT,IF,SENSEX-IF,12100100839992,3923.6,-2354.15,500,0.05,10,1,-1,,2025-01-31T00:00:00,SENSEX 31JAN07FEB SPD,1,1,SENSEX25JAN25FEBFUT
25,BSEFO,823941,4,SENSEX50,SENSEX5024DEC25FEBFUT,IF,SENSEX50-IF,12100100823941,1247.55,-748.5,1800,0.05,25,1,-1,,2024-12-26T00:00:00,SENSEX50 26DEC27FEB SPD,1,1,SENSEX5024DEC25FEBFUT
26,BSEFO,1165010,4,SENSEX,SENSEX24DEC25JANFUT,IF,SENSEX-IF,12100101165010,3923.6,-2354.15,500,0.05,10,1,-1,,2024-12-27T00:00:00,SENSEX 27DEC31JAN SPD,1,1,SENSEX24DEC25JANFUT
27,BSEFO,824330,4,SENSEX,SENSEX25JAN25JANFUT,IF,SENSEX-IF,12100100824330,3923.6,-2354.15,500,0.05,20,1,-1,,2025-01-17T00:00:00,SENSEX 17JAN31JAN SPD,1,1,SENSEX25JAN25JANFUT
28,BSEFO,839994,4,SENSEX,SENSEX25JAN25FEBFUT,IF,SENSEX-IF,12100100839994,3923.6,-2354.15,500,0.05,20,1,-1,,2025-01-24T00:00:00,SENSEX 24JAN07FEB SPD,1,1,SENSEX25JAN25FEBFUT
29,BSEFO,822610,4,SENSEX,SENSEX24DEC25JANFUT,IF,SENSEX-IF,12100100822610,3923.6,-2354.15,500,0.05,10,1,-1,,2024-12-27T00:00:00,SENSEX 27DEC10JAN SPD,1,1,SENSEX24DEC25JANFUT
30,BSEFO,824336,4,SENSEX,SENSEX25JAN25FEBFUT,IF,SENSEX-IF,12100100824336,3923.6,-2354.15,500,0.05,20,1,-1,,2025-01-17T00:00:00,SENSEX 17JAN28FEB SPD,1,1,SENSEX25JAN25FEBFUT
31,BSEFO,1165448,4,BANKEX,BANKEX24DEC25JANFUT,IF,BANKEX-IF,12100101165448,2909.9,-1745.95,600,0.05,15,1,-1,,2024-12-30T00:00:00,BANKEX 30DEC27JAN SPD,1,1,BANKEX24DEC25JANFUT
32,BSEFO,824333,4,SENSEX,SENSEX25JAN25FEBFUT,IF,SENSEX-IF,12100100824333,3923.6,-2354.15,500,0.05,10,1,-1,,2025-01-03T00:00:00,SENSEX 03JAN28FEB SPD,1,1,SENSEX25JAN25FEBFUT
33,BSEFO,823345,4,BANKEX,BANKEX24DEC25FEBFUT,IF,BANKEX-IF,12100100823345,2909.9,-1745.95,600,0.05,15,1,-1,,2024-12-30T00:00:00,BANKEX 30DEC24FEB SPD,1,1,BANKEX24DEC25FEBFUT
34,BSEFO,839212,1,SENSEX,SENSEX25207FUT,IF,SENSEX-IF,12503800839212,87041.5,71215.75,500,0.05,20,1,-1,SENSEX,2025-02-07T00:00:00,SENSEX 07FEB2025,1,1,SENSEX25207FUT
35,BSEFO,823808,1,SENSEX50,SENSEX5025FEBFUT,IF,SENSEX50-IF,12505800823808,27778.1,22727.55,1800,0.05,60,1,-1,SNSX50,2025-02-27T00:00:00,SENSEX50 27FEB2025,1,1,SENSEX5025FEBFUT
36,BSEFO,1147439,1,BANKEX,BANKEX24DECFUT,IF,BANKEX-IF,12436501147439,64234.05,52555.1,600,0.05,15,1,-1,BANKEX,2024-12-30T00:00:00,BANKEX 30DEC2024,1,1,BANKEX24DECFUT
37,BSEFO,1146913,1,SENSEX,SENSEX24DECFUT,IF,SENSEX-IF,12436201146913,86528.5,70796.05,500,0.05,10,1,-1,SENSEX,2024-12-27T00:00:00,SENSEX 27DEC2024,1,1,SENSEX24DECFUT
38,BSEFO,1166106,1,SENSEX50,SENSEX5025JANFUT,IF,SENSEX50-IF,12503001166106,27634.6,22610.15,1800,0.05,25,1,-1,SNSX50,2025-01-30T00:00:00,SENSEX50 30JAN2025,1,1,SENSEX5025JANFUT
39,BSEFO,825588,1,SENSEX,SENSEX25124FUT,IF,SENSEX-IF,12502400825588,86816.45,71031.6,500,0.05,20,1,-1,SENSEX,2025-01-24T00:00:00,SENSEX 24JAN2025,1,1,SENSEX25124FUT
40,BSEFO,821310,1,SENSEX,SENSEX25FEBFUT,IF,SENSEX-IF,12505900821310,87380.1,71492.85,500,0.05,20,1,-1,SENSEX,2025-02-28T00:00:00,SENSEX 28FEB2025,1,1,SENSEX25FEBFUT
41,BSEFO,1165051,1,BANKEX,BANKEX25JANFUT,IF,BANKEX-IF,12502701165051,64421.95,52708.9,600,0.05,15,1,-1,BANKEX,2025-01-27T00:00:00,BANKEX 27JAN2025,1,1,BANKEX25JANFUT
42,BSEFO,822941,1,BANKEX,BANKEX25FEBFUT,IF,BANKEX-IF,12505500822941,64756.4,52982.5,600,0.05,30,1,-1,BANKEX,2025-02-24T00:00:00,BANKEX 24FEB2025,1,1,BANKEX25FEBFUT
43,BSEFO,1143861,1,SENSEX50,SENSEX5024DECFUT,IF,SENSEX50-IF,12436101143861,27456.35,22464.3,1800,0.05,25,1,-1,SNSX50,2024-12-26T00:00:00,SENSEX50 26DEC2024,1,1,SENSEX5024DECFUT
44,BSEFO,1175050,1,SENSEX,SENSEX25103FUT,IF,SENSEX-IF,12500301175050,86672.45,70913.8,500,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,SENSEX 03JAN2025,1,1,SENSEX25103FUT
45,BSEFO,823962,1,SENSEX,SENSEX25117FUT,IF,SENSEX-IF,12501700823962,86704.05,70939.7,500,0.05,20,1,-1,SENSEX,2025-01-17T00:00:00,SENSEX 17JAN2025,1,1,SENSEX25117FUT
46,BSEFO,1164591,1,SENSEX,SENSEX25JANFUT,IF,SENSEX-IF,12503101164591,86987.95,71171.95,500,0.05,10,1,-1,SENSEX,2025-01-31T00:00:00,SENSEX 31JAN2025,1,1,SENSEX25JANFUT
47,BSEFO,822119,1,SENSEX,SENSEX25110FUT,IF,SENSEX-IF,12501000822119,86591.95,70847.95,500,0.05,20,1,-1,SENSEX,2025-01-10T00:00:00,SENSEX 10JAN2025,1,1,SENSEX25110FUT
48,BSEFO,846511,2,SENSEX,SENSEX27JUN84000CE,IO,SENSEX-IO,12717600846511,14872.75,10603.85,1000,0.05,10,1,-1,SENSEX,2027-06-25T00:00:00,84000,3,SENSEX 25JUN2027 CE 84000,1
49,BSEFO,1165627,2,BANKEX,BANKEX25JAN63500CE,IO,BANKEX-IO,12502701165627,225.4,0.05,900,0.05,15,1,-1,BANKEX,2025-01-27T00:00:00,63500,3,BANKEX 27JAN2025 CE 63500,1
50,BSEFO,1164293,2,SENSEX,SENSEX25JAN76000PE,IO,SENSEX-IO,12503101164293,1208.8,128.9,1000,0.05,10,1,-1,SENSEX,2025-01-31T00:00:00,76000,4,SENSEX 31JAN2025 PE 76000,1
51,BSEFO,1139957,2,SENSEX,SENSEX25JUN90000PE,IO,SENSEX-IO,12517801139957,11781.45,7749.35,1000,0.05,10,1,-1,SENSEX,2025-06-27T00:00:00,90000,4,SENSEX 27JUN2025 PE 90000,1
52,BSEFO,1144625,2,SENSEX50,SENSEX5024DEC27650CE,IO,SENSEX50-IO,12436101144625,2.95,0.05,1800,0.05,25,1,-1,SNSX50,2024-12-26T00:00:00,27650,3,SENSEX50 26DEC2024 CE 27650,1
53,BSEFO,822402,2,SENSEX,SENSEX2511078400CE,IO,SENSEX-IO,12501000822402,2903.6,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-10T00:00:00,78400,3,SENSEX 10JAN2025 CE 78400,1
54,BSEFO,1165414,2,BANKEX,BANKEX25JAN62300CE,IO,BANKEX-IO,12502701165414,459.35,0.05,900,0.05,15,1,-1,BANKEX,2025-01-27T00:00:00,62300,3,BANKEX 27JAN2025 CE 62300,1
55,BSEFO,1168274,2,BANKEX,BANKEX25JAN53200CE,IO,BANKEX-IO,12502701168274,7320.7,3441.6,900,0.05,15,1,-1,BANKEX,2025-01-27T00:00:00,53200,3,BANKEX 27JAN2025 CE 53200,1
56,BSEFO,1162872,2,SENSEX50,SENSEX5024DEC24950PE,IO,SENSEX50-IO,12436101162872,501,0.05,1800,0.05,25,1,-1,SNSX50,2024-12-26T00:00:00,24950,4,SENSEX50 26DEC2024 PE 24950,1
57,BSEFO,823329,2,BANKEX,BANKEX25FEB62100PE,IO,BANKEX-IO,12505500823329,5296.5,2314.85,900,0.05,30,1,-1,BANKEX,2025-02-24T00:00:00,62100,4,BANKEX 24FEB2025 PE 62100,1
58,BSEFO,1165377,2,BANKEX,BANKEX25JAN62000CE,IO,BANKEX-IO,12502701165377,540.75,0.05,900,0.05,15,1,-1,BANKEX,2025-01-27T00:00:00,62000,3,BANKEX 27JAN2025 CE 62000,1
59,BSEFO,825366,2,SENSEX,SENSEX25FEB85100PE,IO,SENSEX-IO,12505900825366,8382.85,4055.35,1000,0.05,20,1,-1,SENSEX,2025-02-28T00:00:00,85100,4,SENSEX 28FEB2025 PE 85100,1
60,BSEFO,838471,2,SENSEX,SENSEX2512475700CE,IO,SENSEX-IO,12502400838471,5917.95,1470.7,1000,0.05,20,1,-1,SENSEX,2025-01-24T00:00:00,75700,3,SENSEX 24JAN2025 CE 75700,1
61,BSEFO,839491,2,SENSEX50,SENSEX5025FEB24000CE,IO,SENSEX50-IO,12505800839491,2064.8,696.4,1800,0.05,60,1,-1,SNSX50,2025-02-27T00:00:00,24000,3,SENSEX50 27FEB2025 CE 24000,1
62,BSEFO,839582,2,BANKEX,BANKEX25FEB54000PE,IO,BANKEX-IO,12505500839582,408.6,90.5,900,0.05,30,1,-1,BANKEX,2025-02-24T00:00:00,54000,4,BANKEX 24FEB2025 PE 54000,1
63,BSEFO,1167971,2,BANKEX,BANKEX25JAN53800CE,IO,BANKEX-IO,12502701167971,6726.95,2906.1,900,0.05,15,1,-1,BANKEX,2025-01-27T00:00:00,53800,3,BANKEX 27JAN2025 CE 53800,1
64,BSEFO,822913,2,BANKEX,BANKEX25FEB59700PE,IO,BANKEX-IO,12505500822913,3240.15,1110.75,900,0.05,30,1,-1,BANKEX,2025-02-24T00:00:00,59700,4,BANKEX 24FEB2025 PE 59700,1
65,BSEFO,825244,2,SENSEX50,SENSEX5025FEB26900PE,IO,SENSEX50-IO,12505800825244,2398.1,1057.6,1800,0.05,60,1,-1,SNSX50,2025-02-27T00:00:00,26900,4,SENSEX50 27FEB2025 PE 26900,1
66,BSEFO,821989,2,SENSEX50,SENSEX5025JAN23650PE,IO,SENSEX50-IO,12503000821989,127.4,0.05,1800,0.05,25,1,-1,SNSX50,2025-01-30T00:00:00,23650,4,SENSEX50 30JAN2025 PE 23650,1
67,BSEFO,1147688,2,BANKEX,BANKEX24DEC57900PE,IO,BANKEX-IO,12436501147688,906.5,0.05,900,0.05,15,1,-1,BANKEX,2024-12-30T00:00:00,57900,4,BANKEX 30DEC2024 PE 57900,1
68,BSEFO,1169531,2,SENSEX,SENSEX2510380600CE,IO,SENSEX-IO,12500301169531,629.7,0.05,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,80600,3,SENSEX 03JAN2025 CE 80600,1
69,BSEFO,1167994,2,SENSEX,SENSEX28DEC73000CE,IO,SENSEX-IO,12836401167994,27492.35,22429.45,1000,0.05,10,1,-1,SENSEX,2028-12-29T00:00:00,73000,3,SENSEX 29DEC2028 CE 73000,1
70,BSEFO,822272,2,SENSEX,SENSEX2511080500PE,IO,SENSEX-IO,12501000822272,4233.85,396.65,1000,0.05,20,1,-1,SENSEX,2025-01-10T00:00:00,80500,4,SENSEX 10JAN2025 PE 80500,1
71,BSEFO,823887,2,SENSEX50,SENSEX5025FEB26050PE,IO,SENSEX50-IO,12505800823887,1591.95,519.65,1800,0.05,60,1,-1,SNSX50,2025-02-27T00:00:00,26050,4,SENSEX50 27FEB2025 PE 26050,1
72,BSEFO,822145,2,SENSEX,SENSEX2511079900PE,IO,SENSEX-IO,12501000822145,3617.45,186.65,1000,0.05,20,1,-1,SENSEX,2025-01-10T00:00:00,79900,4,SENSEX 10JAN2025 PE 79900,1
73,BSEFO,1168117,2,SENSEX,SENSEX29JUN73000CE,IO,SENSEX-IO,12918001168117,29304.15,24202.35,1000,0.05,10,1,-1,SENSEX,2029-06-29T00:00:00,73000,3,SENSEX 29JUN2029 CE 73000,1
74,BSEFO,824848,2,SENSEX,SENSEX25FEB84800CE,IO,SENSEX-IO,12505900824848,1224.95,130.45,1000,0.05,20,1,-1,SENSEX,2025-02-28T00:00:00,84800,3,SENSEX 28FEB2025 CE 84800,1
75,BSEFO,871843,2,SENSEX,SENSEX25MAR75000PE,IO,SENSEX-IO,12508700871843,1507,525,1000,0.05,10,1,-1,SENSEX,2025-03-28T00:00:00,75000,4,SENSEX 28MAR2025 PE 75000,1
76,BSEFO,822536,2,SENSEX,SENSEX2511080800PE,IO,SENSEX-IO,12501000822536,4547.7,525.25,1000,0.05,20,1,-1,SENSEX,2025-01-10T00:00:00,80800,4,SENSEX 10JAN2025 PE 80800,1
77,BSEFO,1140770,2,SENSEX,SENSEX25JUN90000CE,IO,SENSEX-IO,12517801140770,1922.35,608.25,1000,0.05,10,1,-1,SENSEX,2025-06-27T00:00:00,90000,3,SENSEX 27JUN2025 CE 90000,1
78,BSEFO,823134,2,BANKEX,BANKEX25FEB59500CE,IO,BANKEX-IO,12505500823134,2394.55,480.15,900,0.05,30,1,-1,BANKEX,2025-02-24T00:00:00,59500,3,BANKEX 24FEB2025 CE 59500,1
79,BSEFO,823136,2,BANKEX,BANKEX25FEB58000CE,IO,BANKEX-IO,12505500823136,3426.65,919.95,900,0.05,30,1,-1,BANKEX,2025-02-24T00:00:00,58000,3,BANKEX 24FEB2025 CE 58000,1
80,BSEFO,1164604,2,SENSEX,SENSEX25JAN81600CE,IO,SENSEX-IO,12503101164604,1650.15,37.75,1000,0.05,10,1,-1,SENSEX,2025-01-31T00:00:00,81600,3,SENSEX 31JAN2025 CE 81600,1
81,BSEFO,1147684,2,BANKEX,BANKEX24DEC63200CE,IO,BANKEX-IO,12436501147684,5.9,0.05,900,0.05,15,1,-1,BANKEX,2024-12-30T00:00:00,63200,3,BANKEX 30DEC2024 CE 63200,1
82,BSEFO,824143,2,SENSEX,SENSEX2511777800PE,IO,SENSEX-IO,12501700824143,1919.7,47.75,1000,0.05,20,1,-1,SENSEX,2025-01-17T00:00:00,77800,4,SENSEX 17JAN2025 PE 77800,1
83,BSEFO,1165487,2,BANKEX,BANKEX25JAN62800PE,IO,BANKEX-IO,12502701165487,6165.6,2571,900,0.05,15,1,-1,BANKEX,2025-01-27T00:00:00,62800,4,BANKEX 27JAN2025 PE 62800,1
84,BSEFO,822089,2,SENSEX50,SENSEX5024DEC23650PE,IO,SENSEX50-IO,12436100822089,2.95,0.05,1800,0.05,25,1,-1,SNSX50,2024-12-26T00:00:00,23650,4,SENSEX50 26DEC2024 PE 23650,1
85,BSEFO,1164218,2,SENSEX,SENSEX25JAN78400PE,IO,SENSEX-IO,12503101164218,2597.4,436,1000,0.05,10,1,-1,SENSEX,2025-01-31T00:00:00,78400,4,SENSEX 31JAN2025 PE 78400,1
86,BSEFO,1165349,2,BANKEX,BANKEX25JAN61200CE,IO,BANKEX-IO,12502701165349,811.85,0.05,900,0.05,15,1,-1,BANKEX,2025-01-27T00:00:00,61200,3,BANKEX 27JAN2025 CE 61200,1
87,BSEFO,1150723,2,SENSEX,SENSEX24DEC77400PE,IO,SENSEX-IO,12436201150723,494.7,0.05,1000,0.05,10,1,-1,SENSEX,2024-12-27T00:00:00,77400,4,SENSEX 27DEC2024 PE 77400,1
88,BSEFO,1165273,2,BANKEX,BANKEX25JAN57400PE,IO,BANKEX-IO,12502701165273,1385.4,148.85,900,0.05,15,1,-1,BANKEX,2025-01-27T00:00:00,57400,4,BANKEX 27JAN2025 PE 57400,1
89,BSEFO,824215,2,SENSEX,SENSEX2511778200CE,IO,SENSEX-IO,12501700824215,3382.55,157.1,1000,0.05,20,1,-1,SENSEX,2025-01-17T00:00:00,78200,3,SENSEX 17JAN2025 CE 78200,1
90,BSEFO,820746,2,SENSEX,SENSEX25FEB80700CE,IO,SENSEX-IO,12505900820746,3062.65,620.65,1000,0.05,20,1,-1,SENSEX,2025-02-28T00:00:00,80700,3,SENSEX 28FEB2025 CE 80700,1
91,BSEFO,1167809,2,SENSEX50,SENSEX5024DEC24050PE,IO,SENSEX50-IO,12436101167809,2.95,0.05,1800,0.05,25,1,-1,SNSX50,2024-12-26T00:00:00,24050,4,SENSEX50 26DEC2024 PE 24050,1
92,BSEFO,822906,2,SENSEX,SENSEX2510383700CE,IO,SENSEX-IO,12500300822906,45.7,0.05,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,83700,3,SENSEX 03JAN2025 CE 83700,1
93,BSEFO,1114077,2,SENSEX,SENSEX27JUN77000PE,IO,SENSEX-IO,12717601114077,3413.3,2771.1,1000,0.05,10,1,-1,SENSEX,2027-06-25T00:00:00,77000,4,SENSEX 25JUN2027 PE 77000,1
94,BSEFO,1164966,2,SENSEX,SENSEX25JAN77800CE,IO,SENSEX-IO,12503101164966,4218.4,736.9,1000,0.05,10,1,-1,SENSEX,2025-01-31T00:00:00,77800,3,SENSEX 31JAN2025 CE 77800,1
95,BSEFO,838100,2,SENSEX,SENSEX25MAR82600PE,IO,SENSEX-IO,12508700838100,6075.85,2838.7,1000,0.05,10,1,-1,SENSEX,2025-03-28T00:00:00,82600,4,SENSEX 28MAR2025 PE 82600,1
96,BSEFO,825308,2,SENSEX,SENSEX2510385300PE,IO,SENSEX-IO,12500300825308,9341.05,4002.45,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,85300,4,SENSEX 03JAN2025 PE 85300,1
97,BSEFO,1168233,2,SENSEX50,SENSEX5024DEC23900PE,IO,SENSEX50-IO,12436101168233,2.95,0.05,1800,0.05,25,1,-1,SNSX50,2024-12-26T00:00:00,23900,4,SENSEX50 26DEC2024 PE 23900,1
98,BSEFO,1168080,2,SENSEX50,SENSEX5024DEC23950PE,IO,SENSEX50-IO,12436101168080,2.95,0.05,1800,0.05,25,1,-1,SNSX50,2024-12-26T00:00:00,23950,4,SENSEX50 26DEC2024 PE 23950,1
99,BSEFO,827657,2,SENSEX,SENSEX2512477400CE,IO,SENSEX-IO,12502400827657,4336.75,653,1000,0.05,20,1,-1,SENSEX,2025-01-24T00:00:00,77400,3,SENSEX 24JAN2025 CE 77400,1
100,BSEFO,1148518,2,SENSEX50,SENSEX5024DEC25550CE,IO,SENSEX50-IO,12436101148518,24.2,0.05,1800,0.05,25,1,-1,SNSX50,2024-12-26T00:00:00,25550,3,SENSEX50 26DEC2024 CE 25550,1
101,BSEFO,884418,2,SENSEX,SENSEX26DEC86000CE,IO,SENSEX-IO,12635900884418,11498.7,7641.65,1000,0.05,10,1,-1,SENSEX,2026-12-25T00:00:00,86000,3,SENSEX 25DEC2026 CE 86000,1
102,BSEFO,822464,2,SENSEX,SENSEX2510381800PE,IO,SENSEX-IO,12500300822464,5745.15,809.65,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,81800,4,SENSEX 03JAN2025 PE 81800,1
103,BSEFO,822851,2,BANKEX,BANKEX25FEB57100CE,IO,BANKEX-IO,12505500822851,4131.65,1292.75,900,0.05,30,1,-1,BANKEX,2025-02-24T00:00:00,57100,3,BANKEX 24FEB2025 CE 57100,1
104,BSEFO,824940,2,BANKEX,BANKEX24DEC64500PE,IO,BANKEX-IO,12436500824940,8212.5,4247.65,900,0.05,15,1,-1,BANKEX,2024-12-30T00:00:00,64500,4,BANKEX 30DEC2024 PE 64500,1
105,BSEFO,1144163,2,SENSEX50,SENSEX5024DEC27750PE,IO,SENSEX50-IO,12436101144163,3638.45,1938.65,1800,0.05,25,1,-1,SNSX50,2024-12-26T00:00:00,27750,4,SENSEX50 26DEC2024 PE 27750,1
106,BSEFO,823782,2,SENSEX50,SENSEX5025FEB25100CE,IO,SENSEX50-IO,12505800823782,1141.45,152.15,1800,0.05,60,1,-1,SNSX50,2025-02-27T00:00:00,25100,3,SENSEX50 27FEB2025 CE 25100,1
107,BSEFO,880654,2,SENSEX,SENSEX27JUN80000CE,IO,SENSEX-IO,12717600880654,17086.7,12555.75,1000,0.05,10,1,-1,SENSEX,2027-06-25T00:00:00,80000,3,SENSEX 25JUN2027 CE 80000,1
108,BSEFO,822789,2,BANKEX,BANKEX25FEB58300CE,IO,BANKEX-IO,12505500822789,3205.05,814.65,900,0.05,30,1,-1,BANKEX,2025-02-24T00:00:00,58300,3,BANKEX 24FEB2025 CE 58300,1
109,BSEFO,822696,2,BANKEX,BANKEX25FEB62000PE,IO,BANKEX-IO,12505500822696,5204.95,2253.65,900,0.05,30,1,-1,BANKEX,2025-02-24T00:00:00,62000,4,BANKEX 24FEB2025 PE 62000,1
110,BSEFO,1107158,2,SENSEX,SENSEX27JUN87000PE,IO,SENSEX-IO,12717601107158,6978.6,5684.8,1000,0.05,10,1,-1,SENSEX,2027-06-25T00:00:00,87000,4,SENSEX 25JUN2027 PE 87000,1
111,BSEFO,823084,2,BANKEX,BANKEX25FEB61500CE,IO,BANKEX-IO,12505500823084,1343.8,170.4,900,0.05,30,1,-1,BANKEX,2025-02-24T00:00:00,61500,3,BANKEX 24FEB2025 CE 61500,1
