CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKIOC30-JAN-2025,132.7000000,133.5600000,134.8000000,132.5000000,134.3700000,134.3700000,1.2500000,374.0000000,697125.0000000,143.0000000,93239298.7500000
FUTSTKLTTS30-JAN-2025,5232.9500000,5220.8000000,5349.5000000,5220.8000000,5349.5000000,5349.5000000,2.2200000,49.0000000,1800.0000000,18.0000000,9529120.0000000
FUTSTKAARTIIND30-JAN-2025,430.2000000,0.0000000,0.0000000,0.0000000,,436.4000000,1.4400000,303.0000000,0.0000000,0.0000000,0.0000000
FUTSTKLICHSGFIN30-JAN-2025,619.2000000,622.0500000,625.9000000,615.0500000,625.1500000,625.1500000,0.9600000,59.0000000,81000.0000000,81.0000000,50266800.0000000
FUTSTKBRITANNIA30-JAN-2025,4861.8500000,4850.0000000,4931.8000000,4850.0000000,4921.3000000,4921.3000000,1.2200000,287.0000000,10700.0000000,107.0000000,52574285.0000000
FUTSTKSHRIRAMFIN30-JAN-2025,2832.7000000,2812.0500000,2886.0500000,2812.0500000,2876.6500000,2876.6500000,1.5500000,101.0000000,7350.0000000,49.0000000,21033015.0000000
FUTSTKDALBHARAT28-NOV-2024,1771.4000000,1775.0000000,1827.5000000,1765.8500000,1812.5000000,1812.5000000,2.3200000,9796.0000000,645425.0000000,2347.0000000,1165100090.0000000
FUTSTKHDFCAMC28-NOV-2024,4221.6000000,4236.4500000,4250.0000000,4185.2000000,4229.7000000,4229.7000000,0.1900000,23731.0000000,660300.0000000,4402.0000000,2789224380.0000000
FUTSTKTVSMOTOR26-DEC-2024,2406.9500000,2400.2500000,2442.8500000,2377.3500000,2430.7500000,2430.7500000,0.9800000,1744.0000000,659050.0000000,1883.0000000,1587457112.5000000
FUTSTKAPOLLOHOSP30-JAN-2025,6813.5500000,6947.7500000,7016.7500000,6896.7000000,7011.3000000,7011.3000000,2.9000000,71.0000000,8125.0000000,65.0000000,56696012.5000000
FUTSTKHEROMOTOCO26-DEC-2024,4774.3000000,4781.0000000,4831.1500000,4761.1000000,4814.6000000,4814.6000000,0.8400000,3134.0000000,217800.0000000,1452.0000000,1045679850.0000000
FUTSTKSHREECEM26-DEC-2024,23859.4500000,23948.8000000,24618.9500000,23948.8000000,24591.0500000,24591.0500000,3.0600000,1832.0000000,16575.0000000,663.0000000,404376823.7500000
FUTSTKSBILIFE26-DEC-2024,1487.0500000,1489.8000000,1506.8500000,1485.5000000,1493.9000000,1493.9000000,0.4600000,3069.0000000,699375.0000000,1865.0000000,1046756943.7500000
FUTSTKMUTHOOTFIN26-DEC-2024,1905.6000000,1922.4500000,1941.8000000,1913.1500000,1936.8500000,1936.8500000,1.6300000,1313.0000000,227975.0000000,829.0000000,440539632.5000000
FUTSTKTATASTEEL30-JAN-2025,142.2100000,142.3500000,145.0000000,141.7300000,144.7300000,144.7300000,1.7700000,1182.0000000,1793000.0000000,326.0000000,257430855.0000000
FUTSTKGAIL28-NOV-2024,188.5800000,189.3300000,193.8500000,188.5700000,192.9600000,192.9600000,2.3200000,21093.0000000,19796025.0000000,4327.0000000,3795667278.7500000
FUTSTKLUPIN30-JAN-2025,2069.6000000,2075.4000000,2098.9000000,2070.0000000,2095.2500000,2095.2500000,1.2300000,169.0000000,65450.0000000,154.0000000,136894582.5000000
FUTSTKGUJGASLTD28-NOV-2024,452.7000000,452.3000000,465.2500000,452.3000000,463.1000000,463.1000000,2.2900000,5060.0000000,2180000.0000000,1744.0000000,1004407937.5000000
FUTSTKDABUR28-NOV-2024,505.6500000,506.8000000,514.1500000,504.5500000,513.3000000,513.3000000,1.5100000,14986.0000000,2651250.0000000,2121.0000000,1353206562.5000000
FUTSTKCIPLA30-JAN-2025,1482.1000000,1490.7000000,1509.0000000,1490.7000000,1503.0000000,1503.0000000,1.4100000,53.0000000,3900.0000000,12.0000000,5866721.2500000
FUTSTKBRITANNIA28-NOV-2024,4809.7000000,4848.9000000,4877.0000000,4781.1000000,4854.9000000,4854.9000000,0.9300000,24452.0000000,686300.0000000,6863.0000000,3325082835.0000000
FUTSTKABB28-NOV-2024,6774.5500000,6832.0500000,6947.0000000,6751.8500000,6909.8500000,6909.8500000,1.9900000,12226.0000000,548250.0000000,4386.0000000,3775783918.7500000
FUTSTKTATACONSUM28-NOV-2024,912.2000000,919.4000000,946.9500000,914.0000000,943.4500000,943.4500000,3.4200000,28332.0000000,2759712.0000000,6052.0000000,2584309890.0000000
FUTSTKTVSMOTOR30-JAN-2025,2419.5500000,2405.0000000,2450.6000000,2395.8500000,2445.0000000,2445.0000000,1.0500000,25.0000000,5250.0000000,15.0000000,12694377.5000000
FUTSTKDIXON28-NOV-2024,15005.9000000,15106.5000000,15477.5000000,14910.0500000,15354.2000000,15354.2000000,2.3200000,24722.0000000,817850.0000000,16357.0000000,12430152010.0000000
FUTSTKICICIBANK30-JAN-2025,1266.7000000,1278.4000000,1295.4000000,1277.0000000,1290.4500000,1290.4500000,1.8700000,251.0000000,89600.0000000,128.0000000,115379985.0000000
FUTSTKSBIN28-NOV-2024,779.9500000,789.0000000,819.3500000,783.3000000,814.6000000,814.6000000,4.4400000,121592.0000000,56166000.0000000,74888.0000000,45416337600.0000000
FUTSTKBAJFINANCE30-JAN-2025,6553.0500000,6555.2500000,6795.0000000,6550.0500000,6771.5000000,6771.5000000,3.3300000,633.0000000,34250.0000000,274.0000000,228690156.2500000
FUTSTKCONCOR30-JAN-2025,779.2000000,779.2000000,801.6500000,779.2000000,799.1000000,799.1000000,2.5500000,163.0000000,63000.0000000,63.0000000,50001400.0000000
FUTSTKMARICO30-JAN-2025,598.7000000,596.0000000,607.9000000,596.0000000,607.9000000,606.8500000,1.3600000,19.0000000,4800.0000000,4.0000000,2892840.0000000
FUTSTKICICIBANK28-NOV-2024,1252.2000000,1262.1000000,1282.4000000,1257.1000000,1275.9000000,1275.9000000,1.8900000,111960.0000000,27790000.0000000,39700.0000000,35435737855.0000000
FUTSTKULTRACEMCO28-NOV-2024,10983.4000000,11019.9500000,11413.4000000,10929.1000000,11364.4500000,11364.4500000,3.4600000,42472.0000000,886900.0000000,17738.0000000,9984225535.0000000
FUTSTKMARUTI30-JAN-2025,10993.3500000,10995.0000000,11240.0000000,10970.9000000,11207.7500000,11207.7500000,1.9500000,196.0000000,6150.0000000,123.0000000,68260465.0000000
FUTSTKIEX30-JAN-2025,163.0800000,164.5200000,165.1500000,163.0000000,164.9800000,164.9800000,1.1600000,175.0000000,120000.0000000,32.0000000,19710487.5000000
FUTSTKTECHM30-JAN-2025,1720.1000000,1738.0000000,1770.0000000,1738.0000000,1768.4500000,1768.4500000,2.8100000,371.0000000,87000.0000000,145.0000000,152915430.0000000
FUTSTKALKEM26-DEC-2024,5559.3500000,5560.1000000,5599.9500000,5518.8000000,5580.1500000,5580.1500000,0.3700000,1455.0000000,169700.0000000,1697.0000000,943715875.0000000
FUTSTKHINDALCO28-NOV-2024,647.2000000,650.4000000,656.5000000,646.5000000,650.9500000,650.9500000,0.5700000,28548.0000000,10663800.0000000,7617.0000000,6948233040.0000000
FUTSTKLALPATHLAB28-NOV-2024,3033.9500000,3000.1500000,3070.6000000,3000.1500000,3062.4500000,3062.4500000,0.9300000,4656.0000000,161550.0000000,1077.0000000,493181175.0000000
FUTSTKNMDC30-JAN-2025,220.6700000,223.1700000,224.5900000,221.6800000,223.7400000,223.7400000,1.3900000,480.0000000,364500.0000000,81.0000000,81446085.0000000
FUTIDXNIFTY28-NOV-2024,23348.7000000,23424.7500000,23959.7000000,23381.2000000,23886.5500000,23886.5500000,2.3000000,400387.0000000,10552250.0000000,422090.0000000,250146099971.2500000
FUTSTKICICIBANK26-DEC-2024,1260.7000000,1266.3500000,1289.8000000,1265.3500000,1283.0000000,1283.0000000,1.7600000,13486.0000000,5723200.0000000,8176.0000000,7337572760.0000000
FUTSTKBALKRISIND30-JAN-2025,2757.4000000,2760.0500000,2760.0500000,2750.0000000,2750.0000000,2802.7500000,1.6400000,13.0000000,900.0000000,3.0000000,2481030.0000000
FUTSTKDLF28-NOV-2024,774.4000000,781.9500000,808.8500000,775.4500000,802.0500000,802.0500000,3.5700000,44199.0000000,13925175.0000000,16879.0000000,11133774176.2500000
FUTSTKTATASTEEL28-NOV-2024,140.3800000,140.5700000,143.3900000,139.8000000,142.9600000,142.9600000,1.8300000,39863.0000000,62634000.0000000,11388.0000000,8893570510.0000000
FUTSTKGODREJCP28-NOV-2024,1177.2000000,1181.9500000,1198.0000000,1175.1000000,1194.6000000,1194.6000000,1.4700000,23359.0000000,873000.0000000,1746.0000000,1037952900.0000000
FUTSTKJINDALSTEL26-DEC-2024,876.0000000,874.6000000,890.5500000,862.2500000,884.3500000,884.3500000,0.9500000,5038.0000000,2818750.0000000,4510.0000000,2479689656.2500000
FUTSTKPERSISTENT30-JAN-2025,5771.9000000,5835.0000000,5896.9500000,5801.2000000,5843.6000000,5843.6000000,1.2400000,75.0000000,4700.0000000,47.0000000,27439600.0000000
FUTSTKDALBHARAT26-DEC-2024,1780.1000000,1784.3500000,1837.0000000,1775.6000000,1820.8500000,1820.8500000,2.2800000,1745.0000000,268125.0000000,975.0000000,487667345.0000000
FUTSTKM&MFIN30-JAN-2025,251.5000000,254.5500000,258.6500000,252.2500000,257.9000000,257.9000000,2.5400000,171.0000000,70000.0000000,35.0000000,17886600.0000000
FUTSTKSHREECEM30-JAN-2025,24366.4000000,24150.0000000,24400.0000000,24150.0000000,24400.0000000,25113.2000000,3.0600000,53.0000000,100.0000000,4.0000000,2425000.0000000
FUTSTKNATIONALUM28-NOV-2024,248.1800000,249.9900000,259.0000000,248.9000000,255.9000000,255.9000000,3.1100000,12837.0000000,6525000.0000000,1740.0000000,1658345362.5000000
FUTSTKKOTAKBANK26-DEC-2024,1745.4000000,1748.7000000,1779.6500000,1744.7500000,1769.8500000,1769.8500000,1.4000000,10544.0000000,2538400.0000000,6346.0000000,4474910960.0000000
FUTSTKGODREJPROP30-JAN-2025,2739.9000000,2784.9000000,2890.0000000,2784.9000000,2881.8000000,2881.8000000,5.1700000,55.0000000,18675.0000000,83.0000000,53251312.5000000
FUTSTKSAIL26-DEC-2024,111.3200000,111.7100000,114.4500000,111.1000000,113.4500000,113.4500000,1.9100000,9051.0000000,19608000.0000000,4902.0000000,2221122840.0000000
FUTSTKMGL30-JAN-2025,1136.7000000,1161.0000000,1180.0000000,1135.0000000,1168.5000000,1168.5000000,2.7900000,92.0000000,34000.0000000,85.0000000,39447540.0000000
FUTSTKBAJAJFINSV26-DEC-2024,1579.0500000,1577.9500000,1614.5500000,1572.3000000,1611.9000000,1611.9000000,2.0800000,3215.0000000,1359500.0000000,2719.0000000,2179649925.0000000
FUTSTKONGC30-JAN-2025,245.5500000,247.3500000,250.2000000,247.1000000,248.7500000,248.7500000,1.3000000,414.0000000,188650.0000000,98.0000000,46904357.5000000
FUTSTKDRREDDY30-JAN-2025,1210.9000000,1210.0000000,1234.2000000,1210.0000000,1232.7000000,1232.7000000,1.8000000,42.0000000,11250.0000000,18.0000000,13770281.2500000
FUTSTKINDIGO26-DEC-2024,4091.0000000,4102.0000000,4174.0000000,4082.2500000,4161.2000000,4161.2000000,1.7100000,5615.0000000,491700.0000000,3278.0000000,2040013612.5000000
FUTSTKINDIAMART28-NOV-2024,2255.9500000,2245.2500000,2290.8000000,2245.2500000,2282.7500000,2282.7500000,1.1800000,3758.0000000,336600.0000000,1122.0000000,765791895.0000000
FUTSTKHDFCAMC30-JAN-2025,4266.0500000,4305.0000000,4305.0000000,4251.1000000,4278.2000000,4278.2000000,0.2800000,54.0000000,3750.0000000,25.0000000,16052685.0000000
FUTSTKVOLTAS30-JAN-2025,1697.2500000,1641.9000000,1668.0000000,1633.4500000,1657.7000000,1657.7000000,-2.3300000,178.0000000,56100.0000000,187.0000000,92381460.0000000
FUTSTKMRF30-JAN-2025,124123.4000000,125329.1500000,126200.0000000,124050.3000000,126197.9000000,126197.9000000,1.6700000,54.0000000,90.0000000,18.0000000,11281610.2500000
FUTSTKGAIL30-JAN-2025,190.4700000,191.9900000,195.9600000,191.9900000,195.5900000,195.5900000,2.6800000,226.0000000,192700.0000000,82.0000000,37336353.5000000
FUTSTKAUBANK28-NOV-2024,591.7000000,591.9000000,596.0000000,590.2500000,594.6500000,594.6500000,0.4900000,17455.0000000,4368000.0000000,4368.0000000,2592499550.0000000
FUTSTKGMRINFRA26-DEC-2024,77.3900000,78.0300000,80.0000000,77.4200000,79.5000000,79.5000000,2.7200000,9082.0000000,26083125.0000000,4637.0000000,2064374493.7500000
FUTSTKPVRINOX30-JAN-2025,1459.9500000,1467.5000000,1486.9500000,1455.0000000,1481.6500000,1481.6500000,1.4800000,86.0000000,50468.0000000,124.0000000,74463804.2500000
FUTSTKADANIPORTS26-DEC-2024,1118.8000000,1080.0000000,1160.0000000,1060.0000000,1141.7500000,1141.7500000,2.0500000,19205.0000000,10247200.0000000,25618.0000000,11403893160.0000000
FUTSTKIDFCFIRSTB30-JAN-2025,63.0800000,63.5000000,65.2600000,63.5000000,64.6200000,64.6200000,2.4400000,1570.0000000,2542500.0000000,339.0000000,164578725.0000000
FUTSTKGODREJCP30-JAN-2025,1194.0500000,1196.1500000,1207.9500000,1192.5000000,1207.8000000,1207.6000000,1.1300000,42.0000000,13500.0000000,27.0000000,16140550.0000000
FUTSTKPETRONET30-JAN-2025,325.0500000,327.5000000,328.0000000,324.1500000,327.6000000,327.6000000,0.7800000,36.0000000,16500.0000000,11.0000000,5378025.0000000
FUTSTKCANFINHOME30-JAN-2025,833.3500000,0.0000000,0.0000000,0.0000000,,853.6000000,2.4200000,0.0000000,0.0000000,0.0000000,0.0000000
FUTSTKAUROPHARMA30-JAN-2025,1234.0000000,1244.0000000,1244.0000000,1237.4000000,1244.0000000,1239.4000000,0.4300000,60.0000000,2750.0000000,5.0000000,3415720.0000000
FUTSTKPNB30-JAN-2025,97.6300000,98.5100000,101.5000000,98.5100000,101.0900000,101.0900000,3.5400000,551.0000000,1480000.0000000,185.0000000,148476000.0000000
FUTSTKSIEMENS28-NOV-2024,6650.5000000,6673.2500000,6977.0000000,6637.9000000,6861.6500000,6861.6500000,3.1700000,24911.0000000,712275.0000000,9497.0000000,4886506398.7500000
FUTSTKCOFORGE26-DEC-2024,8223.5500000,8265.7500000,8342.9000000,8223.5500000,8335.2500000,8335.2500000,1.3500000,2463.0000000,237975.0000000,3173.0000000,1974521268.7500000
FUTIDXNIFTYNXT5027-DEC-2024,67710.2500000,67920.1000000,68746.0500000,67685.0500000,68604.3000000,68604.3000000,1.3200000,541.0000000,2380.0000000,238.0000000,162577295.5000000
FUTSTKMCX26-DEC-2024,6209.4500000,6250.0000000,6295.5500000,6205.0000000,6240.9000000,6240.9000000,0.5000000,1979.0000000,129100.0000000,1291.0000000,806964315.0000000
FUTSTKGRANULES30-JAN-2025,551.9500000,0.0000000,0.0000000,0.0000000,,566.7000000,2.6700000,47.0000000,0.0000000,0.0000000,0.0000000
FUTSTKTATACHEM26-DEC-2024,1051.1000000,1052.0000000,1078.5500000,1050.0000000,1075.6000000,1075.6000000,2.3300000,2073.0000000,582450.0000000,1059.0000000,621013167.5000000
FUTSTKSUNPHARMA26-DEC-2024,1787.8500000,1793.7000000,1826.0000000,1778.6000000,1810.4500000,1810.4500000,1.2600000,4088.0000000,1629250.0000000,4655.0000000,2928248102.5000000
FUTSTKUPL30-JAN-2025,558.8500000,561.0000000,572.0000000,552.5000000,568.2500000,568.2500000,1.6800000,133.0000000,97500.0000000,75.0000000,54871570.0000000
FUTSTKLTTS28-NOV-2024,5166.9000000,5182.1500000,5333.0000000,5172.5000000,5319.5000000,5319.5000000,2.9500000,7082.0000000,214000.0000000,2140.0000000,1128492300.0000000
FUTSTKJUBLFOOD30-JAN-2025,606.9500000,608.0000000,640.9000000,608.0000000,637.4000000,637.4000000,5.0100000,83.0000000,56250.0000000,45.0000000,35385000.0000000
FUTSTKALKEM28-NOV-2024,5561.9000000,5556.0000000,5586.2000000,5500.0000000,5553.7000000,5553.7000000,-0.1400000,12944.0000000,437300.0000000,4373.0000000,2421210560.0000000
FUTSTKAMBUJACEM30-JAN-2025,488.8000000,487.7000000,521.1000000,487.7000000,507.2000000,507.2000000,3.7600000,255.0000000,134100.0000000,149.0000000,67885290.0000000
FUTSTKSRF26-DEC-2024,2153.0500000,2148.0500000,2197.0000000,2143.9000000,2178.3500000,2178.3500000,1.1700000,3480.0000000,1350750.0000000,3602.0000000,2931868218.7500000
FUTSTKBHEL30-JAN-2025,230.5100000,230.5200000,239.0000000,230.2000000,237.0400000,237.0400000,2.8300000,190.0000000,530250.0000000,202.0000000,124766118.7500000
FUTSTKSIEMENS30-JAN-2025,6728.2000000,6850.0000000,7036.9000000,6850.0000000,6928.9500000,6928.9500000,2.9800000,36.0000000,1425.0000000,19.0000000,9906596.2500000
FUTSTKBALKRISIND26-DEC-2024,2742.2000000,2752.4000000,2791.2500000,2732.6500000,2778.8500000,2778.8500000,1.3300000,608.0000000,76500.0000000,255.0000000,212193390.0000000
FUTSTKCUMMINSIND26-DEC-2024,3301.1500000,3318.4500000,3360.8000000,3286.1000000,3342.5500000,3342.5500000,1.2500000,3532.0000000,530400.0000000,3536.0000000,1768097332.5000000
FUTSTKRBLBANK30-JAN-2025,158.1200000,160.0500000,161.0000000,158.4000000,159.6200000,159.6200000,0.9400000,333.0000000,212500.0000000,85.0000000,33959650.0000000
FUTSTKGRASIM30-JAN-2025,2567.9000000,2606.0500000,2633.0000000,2596.0000000,2626.9000000,2626.9000000,2.2900000,96.0000000,8750.0000000,35.0000000,22892150.0000000
FUTSTKEXIDEIND30-JAN-2025,421.1000000,425.0000000,429.4000000,422.5000000,428.5500000,428.5500000,1.7600000,91.0000000,72000.0000000,40.0000000,30688740.0000000
FUTSTKJINDALSTEL30-JAN-2025,879.8500000,879.8500000,895.9500000,879.5500000,890.5000000,890.5000000,1.2100000,51.0000000,12500.0000000,20.0000000,11103218.7500000
FUTSTKRBLBANK28-NOV-2024,156.0100000,155.8000000,158.5500000,155.8000000,157.7300000,157.7300000,1.1000000,14329.0000000,14597500.0000000,5839.0000000,2299571675.0000000
FUTSTKBAJAJ-AUTO30-JAN-2025,9602.7000000,9625.0000000,9708.9000000,9580.0000000,9598.8500000,9598.8500000,-0.0400000,112.0000000,6300.0000000,84.0000000,60749550.0000000
FUTSTKCOROMANDEL30-JAN-2025,1791.0500000,1793.1500000,1814.8000000,1790.0000000,1810.5500000,1810.5500000,1.0800000,8.0000000,3850.0000000,11.0000000,6942355.0000000
FUTSTKABBOTINDIA28-NOV-2024,27076.1500000,27119.1000000,27764.1000000,27085.7000000,27702.1000000,27702.1000000,2.3100000,4206.0000000,21560.0000000,1078.0000000,594110480.0000000
FUTSTKDIXON26-DEC-2024,15092.1500000,15181.9500000,15565.0000000,15013.4000000,15418.9500000,15418.9500000,2.1600000,6774.0000000,384900.0000000,7698.0000000,5877316820.0000000
FUTSTKABCAPITAL26-DEC-2024,184.3500000,185.0000000,188.7000000,184.8000000,187.7100000,187.7100000,1.8200000,4602.0000000,4946400.0000000,1832.0000000,925439580.0000000
FUTSTKTRENT28-NOV-2024,6442.7000000,6424.9500000,6684.4500000,6424.9500000,6644.6000000,6644.6000000,3.1300000,34920.0000000,1538200.0000000,15382.0000000,10132882670.0000000
FUTSTKINDUSTOWER30-JAN-2025,334.3500000,336.3000000,336.3000000,330.0000000,334.4000000,334.4000000,0.0100000,193.0000000,105400.0000000,62.0000000,35161780.0000000
FUTSTKBANKBARODA30-JAN-2025,231.3000000,233.7500000,240.5000000,233.7500000,238.7000000,238.7000000,3.1900000,475.0000000,620100.0000000,212.0000000,147935092.5000000
FUTSTKHAL26-DEC-2024,4010.9000000,4025.0000000,4155.0000000,4015.0000000,4138.3000000,4138.3000000,3.1700000,12414.0000000,986250.0000000,6575.0000000,4049657122.5000000
FUTSTKDRREDDY28-NOV-2024,1194.7000000,1208.9000000,1222.3500000,1189.3500000,1214.7500000,1214.7500000,1.6700000,13740.0000000,1870000.0000000,2992.0000000,2262734281.2500000
FUTSTKDALBHARAT30-JAN-2025,1788.9000000,1805.0000000,1844.6500000,1805.0000000,1839.1000000,1831.4500000,2.3700000,34.0000000,2200.0000000,8.0000000,4038278.7500000
FUTSTKAMBUJACEM26-DEC-2024,485.3500000,480.0500000,517.9000000,480.0500000,503.4500000,503.4500000,3.7200000,5358.0000000,6415200.0000000,7128.0000000,3227309190.0000000
FUTSTKBEL30-JAN-2025,278.7500000,280.9000000,287.2500000,279.2000000,284.5000000,284.5000000,2.0600000,528.0000000,686850.0000000,241.0000000,195106582.5000000
FUTSTKLT28-NOV-2024,3479.2500000,3497.7500000,3618.7500000,3476.1500000,3607.8000000,3607.8000000,3.6900000,93334.0000000,4673400.0000000,31156.0000000,16638119107.5000000
FUTSTKHCLTECH26-DEC-2024,1843.9500000,1850.0500000,1912.7000000,1846.0000000,1907.2000000,1907.2000000,3.4300000,3117.0000000,1124900.0000000,3214.0000000,2125460312.5000000
FUTSTKLT26-DEC-2024,3500.8000000,3517.9500000,3638.2000000,3498.8500000,3627.0000000,3627.0000000,3.6000000,12001.0000000,1717500.0000000,11450.0000000,6140235615.0000000
FUTSTKKOTAKBANK30-JAN-2025,1758.2500000,1764.6500000,1790.5500000,1764.3000000,1782.0000000,1782.0000000,1.3500000,542.0000000,62800.0000000,157.0000000,111382160.0000000
FUTSTKATUL30-JAN-2025,7308.1000000,7329.8500000,7386.0000000,7329.8500000,7377.0000000,7354.8500000,0.6300000,112.0000000,2300.0000000,23.0000000,16944685.0000000
FUTSTKNAVINFLUOR30-JAN-2025,3294.7000000,3316.0500000,3374.0000000,3309.0000000,3365.3500000,3365.3500000,2.1400000,47.0000000,1925.0000000,11.0000000,6415841.2500000
FUTSTKBPCL30-JAN-2025,286.0000000,285.6000000,289.9000000,284.7000000,288.7500000,288.7500000,0.9600000,207.0000000,187200.0000000,104.0000000,53797140.0000000
FUTIDXNIFTY30-JAN-2025,23662.0500000,23725.0000000,24248.9000000,23700.0000000,24189.9500000,24189.9500000,2.2300000,24915.0000000,513250.0000000,20530.0000000,12331412721.2500000
FUTSTKUBL26-DEC-2024,1817.7000000,1825.6500000,1876.0500000,1818.8500000,1865.3500000,1865.3500000,2.6200000,458.0000000,117200.0000000,293.0000000,217008300.0000000
FUTSTKINDIGO30-JAN-2025,4118.9000000,4116.7000000,4200.0000000,4113.2000000,4187.4500000,4187.4500000,1.6600000,459.0000000,33750.0000000,225.0000000,141233947.5000000
FUTSTKVEDL26-DEC-2024,444.9000000,447.4000000,451.0000000,443.1500000,447.7000000,447.7000000,0.6200000,17438.0000000,13476850.0000000,11719.0000000,6048900640.0000000
FUTSTKCUB30-JAN-2025,172.2000000,173.8500000,173.8500000,173.8100000,173.8300000,173.8300000,0.9400000,38.0000000,10000.0000000,2.0000000,1738300.0000000
FUTSTKADANIENT30-JAN-2025,2209.5500000,2100.0000000,2300.0000000,2092.4000000,2250.0000000,2250.0000000,1.8300000,457.0000000,23700.0000000,79.0000000,52056255.0000000
FUTSTKJINDALSTEL28-NOV-2024,870.0000000,867.4000000,885.2000000,857.1000000,878.8500000,878.8500000,1.0100000,30960.0000000,4890625.0000000,7825.0000000,4276227218.7500000
FUTSTKHDFCBANK26-DEC-2024,1748.6000000,1751.9500000,1761.4500000,1739.1000000,1752.2000000,1752.2000000,0.2000000,30966.0000000,10843800.0000000,19716.0000000,18967071915.0000000
FUTSTKBERGEPAINT30-JAN-2025,471.5500000,474.7500000,481.2500000,474.7500000,480.8500000,480.8500000,1.9700000,91.0000000,79200.0000000,60.0000000,37784010.0000000
FUTSTKGMRINFRA30-JAN-2025,77.9300000,79.2600000,80.5000000,78.7000000,80.0900000,80.0900000,2.7700000,333.0000000,781875.0000000,139.0000000,62241750.0000000
FUTSTKCOALINDIA30-JAN-2025,411.7500000,412.9000000,421.0000000,412.9000000,419.4000000,419.4000000,1.8500000,442.0000000,120750.0000000,115.0000000,50511667.5000000
FUTSTKLICHSGFIN28-NOV-2024,610.3500000,612.5000000,619.1000000,606.2000000,617.4000000,617.4000000,1.1500000,25032.0000000,3608000.0000000,3608.0000000,2214657550.0000000
FUTSTKICICIGI30-JAN-2025,1828.2000000,1854.0000000,1877.4000000,1854.0000000,1877.4000000,1861.1000000,1.7900000,10.0000000,1000.0000000,4.0000000,1859850.0000000
FUTSTKLTF30-JAN-2025,139.2400000,139.6000000,142.2800000,139.5200000,141.1100000,141.1100000,1.3400000,155.0000000,232024.0000000,52.0000000,32716811.8400000
FUTSTKPOWERGRID30-JAN-2025,329.3000000,335.0000000,340.7000000,330.0000000,340.2500000,340.2500000,3.3200000,98.0000000,158400.0000000,88.0000000,53271450.0000000
FUTSTKCHOLAFIN28-NOV-2024,1206.9500000,1207.8500000,1221.6000000,1188.5500000,1211.6500000,1211.6500000,0.3800000,15482.0000000,2511250.0000000,4018.0000000,3041013343.7500000
FUTSTKRECLTD26-DEC-2024,493.5500000,497.9500000,514.5000000,493.4000000,509.8500000,509.8500000,3.3000000,10883.0000000,10363000.0000000,10363.0000000,5245225700.0000000
FUTSTKHDFCBANK30-JAN-2025,1760.8000000,1765.5500000,1772.3500000,1752.0000000,1763.7500000,1763.7500000,0.1600000,1476.0000000,204600.0000000,372.0000000,360109090.0000000
FUTSTKBPCL26-DEC-2024,284.2000000,284.2000000,288.4000000,282.5000000,287.0500000,287.0500000,1.0000000,3801.0000000,5072400.0000000,2818.0000000,1448448390.0000000
FUTSTKHINDALCO30-JAN-2025,654.8000000,659.0000000,664.4000000,655.1500000,660.2500000,660.2500000,0.8300000,251.0000000,110600.0000000,79.0000000,72906400.0000000
FUTSTKIEX28-NOV-2024,161.1400000,160.4100000,163.2100000,160.4100000,162.9200000,162.9200000,1.1000000,10937.0000000,8340000.0000000,2224.0000000,1350226800.0000000
FUTSTKBATAINDIA30-JAN-2025,1263.0500000,1265.0000000,1294.2500000,1262.4500000,1293.0500000,1293.0500000,2.3700000,358.0000000,24750.0000000,66.0000000,31772418.7500000
FUTSTKIGL26-DEC-2024,313.4000000,318.1500000,320.3500000,313.8500000,316.2000000,316.2000000,0.8900000,4510.0000000,134750.0000000,98.0000000,42763943.7500000
FUTSTKGRASIM28-NOV-2024,2537.6500000,2548.1500000,2609.9000000,2538.6500000,2594.2000000,2594.2000000,2.2200000,34665.0000000,2040500.0000000,8162.0000000,5281960887.5000000
FUTSTKPERSISTENT28-NOV-2024,5733.0500000,5751.1000000,5864.0000000,5751.0000000,5804.7500000,5804.7500000,1.2500000,13530.0000000,930200.0000000,9302.0000000,5399601390.0000000
FUTSTKCOLPAL30-JAN-2025,2725.3500000,2746.8500000,2758.8500000,2725.8000000,2754.9500000,2754.9500000,1.0800000,101.0000000,2975.0000000,17.0000000,8158228.7500000
FUTSTKCROMPTON26-DEC-2024,384.5000000,384.9500000,396.9500000,384.0000000,395.4000000,395.4000000,2.8300000,841.0000000,1285200.0000000,714.0000000,503638740.0000000
FUTSTKBANDHANBNK30-JAN-2025,167.8600000,169.2400000,172.9500000,169.0200000,172.1000000,172.1000000,2.5200000,559.0000000,294000.0000000,105.0000000,50344700.0000000
FUTSTKHEROMOTOCO30-JAN-2025,4801.7000000,4805.0000000,4852.4500000,4797.5000000,4844.9000000,4844.9000000,0.8900000,167.0000000,6600.0000000,44.0000000,31923337.5000000
FUTSTKMFSL30-JAN-2025,1175.0000000,1172.0000000,1175.5000000,1157.0000000,1169.4500000,1169.4500000,-0.4700000,14.0000000,5600.0000000,7.0000000,6545080.0000000
